date,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2001-01-01,92.32,1.56,6,"1995-01-01 2000-01-01",-6.17,1.27,6,"1995-01-01 2000-01-01",18.33,1.51,6,"1995-01-01 2000-01-01",70.61,2.75,6,"1995-01-01 2000-01-01",-15.96,3.08,6,"1995-01-01 2000-01-01",5.48,0.93,6,"1995-01-01 2000-01-01",79.14,12.13,5,"1996-01-01 2000-01-01",11.18,10.11,5,"1996-01-01 2000-01-01",85.7,17.01,5,"1996-01-01 2000-01-01",46.5,9.4,3,"1996-01-01 2000-01-01",,,,
2000-12-01,94.06,2.26,6,"1994-12-01 1999-12-01",-2.02,2.17,6,"1994-12-01 1999-12-01",16.93,1.79,6,"1994-12-01 1999-12-01",70.61,3.92,6,"1994-12-01 1999-12-01",-9.78,2.76,6,"1994-12-01 1999-12-01",4.41,1.19,6,"1994-12-01 1999-12-01",88.42,36.67,5,"1995-12-01 1999-12-01",14.3,19.69,5,"1995-12-01 1999-12-01",76.62,37.92,5,"1995-12-01 1999-12-01",19.6,16.02,5,"1995-12-01 1999-12-01",,,,
2000-11-01,92.44,1.97,6,"1994-11-01 1999-11-01",3.08,2.21,6,"1994-11-01 1999-11-01",19.45,1.87,6,"1994-11-01 1999-11-01",65.85,2.77,6,"1994-11-01 1999-11-01",-3.94,2.8,6,"1994-11-01 1999-11-01",6.2,1.34,6,"1994-11-01 1999-11-01",81.1,31.54,5,"1995-11-01 1999-11-01",54.86,32.72,5,"1995-11-01 1999-11-01",24,26.8,5,"1995-11-01 1999-11-01",3.8,4.42,4,"1995-11-01 1999-11-01",,,,
2000-10-01,91.94,2.14,6,"1994-10-01 1999-10-01",11.23,0.9,6,"1994-10-01 1999-10-01",19.09,0.93,6,"1994-10-01 1999-10-01",59.27,5.54,6,"1994-10-01 1999-10-01",2.58,1.74,6,"1994-10-01 1999-10-01",5.79,1.47,6,"1994-10-01 1999-10-01",97.12,24.63,5,"1995-10-01 1999-10-01",95.42,26.66,5,"1995-10-01 1999-10-01",2.2,4.4,5,"1995-10-01 1999-10-01",0,0,5,"1995-10-01 1999-10-01",,,,
2000-09-01,91.57,2.71,6,"1994-09-01 1999-09-01",18.4,1.24,6,"1994-09-01 1999-09-01",17.83,1.39,6,"1994-09-01 1999-09-01",58.78,3.46,6,"1994-09-01 1999-09-01",8.62,1.48,6,"1994-09-01 1999-09-01",4.53,1.26,6,"1994-09-01 1999-09-01",102.5,29.26,5,"1995-09-01 1999-09-01",102.5,29.26,5,"1995-09-01 1999-09-01",0,0,5,"1995-09-01 1999-09-01",0,0,5,"1995-09-01 1999-09-01",,,,
2000-08-01,88.18,3.27,6,"1994-08-01 1999-08-01",23.11,1.52,6,"1994-08-01 1999-08-01",18.48,0.76,6,"1994-08-01 1999-08-01",54.19,2.73,6,"1994-08-01 1999-08-01",12.32,1.42,6,"1994-08-01 1999-08-01",4.67,0.83,6,"1994-08-01 1999-08-01",115.7,31.89,5,"1995-08-01 1999-08-01",115.7,31.89,5,"1995-08-01 1999-08-01",0,0,5,"1995-08-01 1999-08-01",0,0,5,"1995-08-01 1999-08-01",,,,
2000-07-01,87.2,3.75,6,"1994-07-01 1999-07-01",24.07,1.25,6,"1994-07-01 1999-07-01",19.6,0.82,6,"1994-07-01 1999-07-01",54.13,2.02,6,"1994-07-01 1999-07-01",13.31,1.3,6,"1994-07-01 1999-07-01",5.23,1.66,6,"1994-07-01 1999-07-01",90.66,45.19,5,"1995-07-01 1999-07-01",90.66,45.19,5,"1995-07-01 1999-07-01",0,0,5,"1995-07-01 1999-07-01",0,0,5,"1995-07-01 1999-07-01",,,,
2000-06-01,83.31,3.71,6,"1994-06-01 1999-06-01",23.34,1.11,6,"1994-06-01 1999-06-01",18.93,0.51,6,"1994-06-01 1999-06-01",50.54,5.51,6,"1994-06-01 1999-06-01",12.12,1.55,6,"1994-06-01 1999-06-01",5.59,1.01,6,"1994-06-01 1999-06-01",96,26.42,4,"1996-06-01 1999-06-01",96,26.42,4,"1996-06-01 1999-06-01",0,0,4,"1996-06-01 1999-06-01",0,0,4,"1996-06-01 1999-06-01",,,,
2000-05-01,77.65,6.14,6,"1994-05-01 1999-05-01",16.97,2.99,6,"1994-05-01 1999-05-01",20.8,0.77,6,"1994-05-01 1999-05-01",43.97,4.3,6,"1994-05-01 1999-05-01",5.77,2.07,6,"1994-05-01 1999-05-01",6.8,1.93,6,"1994-05-01 1999-05-01",70.78,16.93,4,"1996-05-01 1999-05-01",70.78,16.93,4,"1996-05-01 1999-05-01",0,0,4,"1996-05-01 1999-05-01",0,0,4,"1996-05-01 1999-05-01",,,,
2000-04-01,82.23,7.98,6,"1994-04-01 1999-04-01",8.91,3.13,6,"1994-04-01 1999-04-01",20.41,1.32,6,"1994-04-01 1999-04-01",44.7,7.43,6,"1994-04-01 1999-04-01",-1.12,1.69,6,"1994-04-01 1999-04-01",6.76,0.51,6,"1994-04-01 1999-04-01",51.05,33.32,4,"1996-04-01 1999-04-01",41.35,17.18,4,"1996-04-01 1999-04-01",9.7,16.8,4,"1996-04-01 1999-04-01",3.7,5.19,3,"1996-04-01 1999-04-01",,,,
2000-03-01,88.13,4.94,6,"1994-03-01 1999-03-01",1.4,1.39,6,"1994-03-01 1999-03-01",19.39,1,6,"1994-03-01 1999-03-01",54.96,5.66,6,"1994-03-01 1999-03-01",-9,2.16,6,"1994-03-01 1999-03-01",6.14,1.41,6,"1994-03-01 1999-03-01",59.35,46.98,4,"1996-03-01 1999-03-01",23.2,28.5,4,"1996-03-01 1999-03-01",36.2,21.99,4,"1996-03-01 1999-03-01",29,2.17,2,"1996-03-01 1999-03-01",,,,
2000-02-01,92.34,2.49,6,"1994-02-01 1999-02-01",-4.1,3.46,6,"1994-02-01 1999-02-01",19.56,2.15,6,"1994-02-01 1999-02-01",64.64,3.31,6,"1994-02-01 1999-02-01",-13.67,3.18,6,"1994-02-01 1999-02-01",5.83,0.73,6,"1994-02-01 1999-02-01",30.9,15.6,4,"1996-02-01 1999-02-01",3.95,2.41,4,"1996-02-01 1999-02-01",31.98,21.04,4,"1996-02-01 1999-02-01",59.2,8.63,2,"1996-02-01 1997-02-01",,,,
2000-01-01,92.99,0.52,5,"1995-01-01 1999-01-01",-6.11,1.39,5,"1995-01-01 1999-01-01",18.76,1.28,5,"1995-01-01 1999-01-01",70.34,2.93,5,"1995-01-01 1999-01-01",-15.66,3.29,5,"1995-01-01 1999-01-01",5.63,0.95,5,"1995-01-01 1999-01-01",83.03,10.41,4,"1996-01-01 1999-01-01",12.05,11.14,4,"1996-01-01 1999-01-01",90.38,15.89,4,"1996-01-01 1999-01-01",49.7,10.1,2,"1996-01-01 1997-01-01",,,,
1999-12-01,95.04,0.62,5,"1994-12-01 1998-12-01",-2.12,2.36,5,"1994-12-01 1998-12-01",17.03,1.94,5,"1994-12-01 1998-12-01",70.72,4.29,5,"1994-12-01 1998-12-01",-9.71,3.02,5,"1994-12-01 1998-12-01",4.42,1.3,5,"1994-12-01 1998-12-01",85.95,40.62,4,"1995-12-01 1998-12-01",4.7,4.87,4,"1995-12-01 1998-12-01",81.9,40.72,4,"1995-12-01 1998-12-01",23.5,15.54,4,"1995-12-01 1998-12-01",,,,
1999-11-01,93.26,0.77,5,"1994-11-01 1998-11-01",2.57,2.08,5,"1994-11-01 1998-11-01",19.31,2.02,5,"1994-11-01 1998-11-01",66.46,2.63,5,"1994-11-01 1998-11-01",-4.25,2.97,5,"1994-11-01 1998-11-01",6.16,1.46,5,"1994-11-01 1998-11-01",92.65,24.02,4,"1995-11-01 1998-11-01",60.85,34.04,4,"1995-11-01 1998-11-01",29.25,27.57,4,"1995-11-01 1998-11-01",5,4.49,3,"1995-11-01 1998-11-01",,,,
1999-10-01,92.23,2.23,5,"1994-10-01 1998-10-01",11.52,0.69,5,"1994-10-01 1998-10-01",19.37,0.76,5,"1994-10-01 1998-10-01",59.84,5.9,5,"1994-10-01 1998-10-01",3.02,1.57,5,"1994-10-01 1998-10-01",5.92,1.58,5,"1994-10-01 1998-10-01",104.85,21.43,4,"1995-10-01 1998-10-01",102.72,24.93,4,"1995-10-01 1998-10-01",2.75,4.76,4,"1995-10-01 1998-10-01",0,0,4,"1995-10-01 1998-10-01",,,,
1999-09-01,91.93,2.83,5,"1994-09-01 1998-09-01",18.19,1.25,5,"1994-09-01 1998-09-01",17.71,1.5,5,"1994-09-01 1998-09-01",60.04,2.2,5,"1994-09-01 1998-09-01",8.79,1.57,5,"1994-09-01 1998-09-01",4.39,1.33,5,"1994-09-01 1998-09-01",101.08,32.56,4,"1995-09-01 1998-09-01",101.08,32.56,4,"1995-09-01 1998-09-01",0,0,4,"1995-09-01 1998-09-01",0,0,4,"1995-09-01 1998-09-01",,,,
1999-08-01,88.39,3.55,5,"1994-08-01 1998-08-01",23.24,1.63,5,"1994-08-01 1998-08-01",18.49,0.83,5,"1994-08-01 1998-08-01",55.3,1.27,5,"1994-08-01 1998-08-01",12.61,1.38,5,"1994-08-01 1998-08-01",4.54,0.85,5,"1994-08-01 1998-08-01",116.78,35.57,4,"1995-08-01 1998-08-01",116.78,35.57,4,"1995-08-01 1998-08-01",0,0,4,"1995-08-01 1998-08-01",0,0,4,"1995-08-01 1998-08-01",,,,
1999-07-01,86.66,3.88,5,"1994-07-01 1998-07-01",23.81,1.21,5,"1994-07-01 1998-07-01",19.76,0.81,5,"1994-07-01 1998-07-01",53.88,2.12,5,"1994-07-01 1998-07-01",13.17,1.37,5,"1994-07-01 1998-07-01",5.26,1.82,5,"1994-07-01 1998-07-01",77,40.25,4,"1995-07-01 1998-07-01",77,40.25,4,"1995-07-01 1998-07-01",0,0,4,"1995-07-01 1998-07-01",0,0,4,"1995-07-01 1998-07-01",,,,
1999-06-01,83.2,4.06,5,"1994-06-01 1998-06-01",23.28,1.2,5,"1994-06-01 1998-06-01",18.96,0.55,5,"1994-06-01 1998-06-01",51.39,5.66,5,"1994-06-01 1998-06-01",12.29,1.65,5,"1994-06-01 1998-06-01",5.43,1.02,5,"1994-06-01 1998-06-01",100,29.44,3,"1996-06-01 1998-06-01",100,29.44,3,"1996-06-01 1998-06-01",0,0,3,"1996-06-01 1998-06-01",0,0,3,"1996-06-01 1998-06-01",,,,
1999-05-01,79.77,4.24,5,"1994-05-01 1998-05-01",16.27,2.78,5,"1994-05-01 1998-05-01",20.88,0.82,5,"1994-05-01 1998-05-01",44.62,4.43,5,"1994-05-01 1998-05-01",5.55,2.2,5,"1994-05-01 1998-05-01",6.24,1.62,5,"1994-05-01 1998-05-01",68.47,19,3,"1996-05-01 1998-05-01",68.47,19,3,"1996-05-01 1998-05-01",0,0,3,"1996-05-01 1998-05-01",0,0,3,"1996-05-01 1998-05-01",,,,
1999-04-01,84.25,7.21,5,"1994-04-01 1998-04-01",8.07,2.75,5,"1994-04-01 1998-04-01",20.64,1.32,5,"1994-04-01 1998-04-01",46.7,6.51,5,"1994-04-01 1998-04-01",-1.6,1.44,5,"1994-04-01 1998-04-01",6.73,0.55,5,"1994-04-01 1998-04-01",58.83,35.18,3,"1996-04-01 1998-04-01",45.9,17.63,3,"1996-04-01 1998-04-01",12.93,18.29,3,"1996-04-01 1998-04-01",5.5,5.5,2,"1996-04-01 1998-04-01",,,,
1999-03-01,90.22,1.77,5,"1994-03-01 1998-03-01",1.11,1.34,5,"1994-03-01 1998-03-01",19.46,1.08,5,"1994-03-01 1998-03-01",56.98,3.73,5,"1994-03-01 1998-03-01",-9,2.37,5,"1994-03-01 1998-03-01",6.07,1.53,5,"1994-03-01 1998-03-01",74.73,44.67,3,"1996-03-01 1998-03-01",30.93,29.04,3,"1996-03-01 1998-03-01",43.53,20.73,3,"1996-03-01 1998-03-01",31.2,0,1,"1996-03-01 1996-03-01",,,,
1999-02-01,92.5,2.7,5,"1994-02-01 1998-02-01",-4.69,3.5,5,"1994-02-01 1998-02-01",19.66,2.34,5,"1994-02-01 1998-02-01",65.46,3.02,5,"1994-02-01 1998-02-01",-14.11,3.31,5,"1994-02-01 1998-02-01",5.78,0.79,5,"1994-02-01 1998-02-01",36.2,14.56,3,"1996-02-01 1998-02-01",5.27,0.9,3,"1996-02-01 1998-02-01",33.63,24.07,3,"1996-02-01 1998-02-01",59.2,8.63,2,"1996-02-01 1997-02-01",,,,
1999-01-01,93.16,0.45,4,"1995-01-01 1998-01-01",-6.08,1.55,4,"1995-01-01 1998-01-01",18.69,1.42,4,"1995-01-01 1998-01-01",71.19,2.66,4,"1995-01-01 1998-01-01",-15.47,3.65,4,"1995-01-01 1998-01-01",5.71,1.05,4,"1995-01-01 1998-01-01",80.97,11.29,3,"1996-01-01 1998-01-01",8.93,11.25,3,"1996-01-01 1998-01-01",91.5,18.21,3,"1996-01-01 1998-01-01",49.7,10.1,2,"1996-01-01 1997-01-01",,,,
1998-12-01,95.14,0.65,4,"1994-12-01 1997-12-01",-2.69,2.31,4,"1994-12-01 1997-12-01",16.24,1.26,4,"1994-12-01 1997-12-01",72.52,2.62,4,"1994-12-01 1997-12-01",-9.77,3.37,4,"1994-12-01 1997-12-01",4.42,1.45,4,"1994-12-01 1997-12-01",91.73,45.46,3,"1995-12-01 1997-12-01",3.73,5.28,3,"1995-12-01 1997-12-01",88.87,44.91,3,"1995-12-01 1997-12-01",31,9.86,3,"1995-12-01 1997-12-01",,,,
1998-11-01,93.11,0.79,4,"1994-11-01 1997-11-01",1.98,1.91,4,"1994-11-01 1997-11-01",18.82,1.98,4,"1994-11-01 1997-11-01",66.45,2.94,4,"1994-11-01 1997-11-01",-5.01,2.85,4,"1994-11-01 1997-11-01",5.61,1.06,4,"1994-11-01 1997-11-01",82.53,18.96,3,"1995-11-01 1997-11-01",41.53,7.27,3,"1995-11-01 1997-11-01",37.6,27.1,3,"1995-11-01 1997-11-01",7.4,3.44,2,"1995-11-01 1996-11-01",,,,
1998-10-01,92.29,2.49,4,"1994-10-01 1997-10-01",11.29,0.59,4,"1994-10-01 1997-10-01",19.56,0.73,4,"1994-10-01 1997-10-01",61.4,5.61,4,"1994-10-01 1997-10-01",3.17,1.72,4,"1994-10-01 1997-10-01",6.07,1.73,4,"1994-10-01 1997-10-01",103,24.47,3,"1995-10-01 1997-10-01",100.17,28.33,3,"1995-10-01 1997-10-01",3.67,5.19,3,"1995-10-01 1997-10-01",0,0,3,"1995-10-01 1997-10-01",,,,
1998-09-01,91.58,3.07,4,"1994-09-01 1997-09-01",17.88,1.23,4,"1994-09-01 1997-09-01",17.48,1.6,4,"1994-09-01 1997-09-01",61.01,1.16,4,"1994-09-01 1997-09-01",8.69,1.74,4,"1994-09-01 1997-09-01",4.72,1.3,4,"1994-09-01 1997-09-01",109.23,33.87,3,"1995-09-01 1997-09-01",109.23,33.87,3,"1995-09-01 1997-09-01",0,0,3,"1995-09-01 1997-09-01",0,0,3,"1995-09-01 1997-09-01",,,,
1998-08-01,88.09,3.91,4,"1994-08-01 1997-08-01",22.84,1.6,4,"1994-08-01 1997-08-01",18.37,0.89,4,"1994-08-01 1997-08-01",55.85,0.71,4,"1994-08-01 1997-08-01",12.31,1.39,4,"1994-08-01 1997-08-01",4.81,0.75,4,"1994-08-01 1997-08-01",128.23,34.09,3,"1995-08-01 1997-08-01",128.23,34.09,3,"1995-08-01 1997-08-01",0,0,3,"1995-08-01 1997-08-01",0,0,3,"1995-08-01 1997-08-01",,,,
1998-07-01,86.24,4.24,4,"1994-07-01 1997-07-01",23.45,1.09,4,"1994-07-01 1997-07-01",19.48,0.66,4,"1994-07-01 1997-07-01",54.93,0.36,4,"1994-07-01 1997-07-01",13.44,1.41,4,"1994-07-01 1997-07-01",5.69,1.79,4,"1994-07-01 1997-07-01",93.13,33.45,3,"1995-07-01 1997-07-01",93.13,33.45,3,"1995-07-01 1997-07-01",0,0,3,"1995-07-01 1997-07-01",0,0,3,"1995-07-01 1997-07-01",,,,
1998-06-01,81.38,2.03,4,"1994-06-01 1997-06-01",23.73,0.89,4,"1994-06-01 1997-06-01",18.91,0.61,4,"1994-06-01 1997-06-01",49.77,5.18,4,"1994-06-01 1997-06-01",12.88,1.27,4,"1994-06-01 1997-06-01",5.53,1.12,4,"1994-06-01 1997-06-01",90.4,32,2,"1996-06-01 1997-06-01",90.4,32,2,"1996-06-01 1997-06-01",0,0,2,"1996-06-01 1997-06-01",0,0,2,"1996-06-01 1997-06-01",,,,
1998-05-01,79.33,4.64,4,"1994-05-01 1997-05-01",15.02,1.34,4,"1994-05-01 1997-05-01",21.13,0.73,4,"1994-05-01 1997-05-01",43.31,4.01,4,"1994-05-01 1997-05-01",4.99,2.13,4,"1994-05-01 1997-05-01",6.66,1.54,4,"1994-05-01 1997-05-01",55.5,6.1,2,"1996-05-01 1997-05-01",55.5,6.1,2,"1996-05-01 1997-05-01",0,0,2,"1996-05-01 1997-05-01",0,0,2,"1996-05-01 1997-05-01",,,,
1998-04-01,87.31,4.27,4,"1994-04-01 1997-04-01",6.86,1.45,4,"1994-04-01 1997-04-01",20.71,1.47,4,"1994-04-01 1997-04-01",49,5.14,4,"1994-04-01 1997-04-01",-2.08,1.2,4,"1994-04-01 1997-04-01",6.87,0.54,4,"1994-04-01 1997-04-01",75.3,32.3,2,"1996-04-01 1997-04-01",55.9,12.9,2,"1996-04-01 1997-04-01",19.4,19.4,2,"1996-04-01 1997-04-01",11,0,1,"1996-04-01 1996-04-01",,,,
1998-03-01,90.19,1.98,4,"1994-03-01 1997-03-01",0.91,1.43,4,"1994-03-01 1997-03-01",19.84,0.85,4,"1994-03-01 1997-03-01",55.69,3,4,"1994-03-01 1997-03-01",-8.9,2.64,4,"1994-03-01 1997-03-01",5.89,1.66,4,"1994-03-01 1997-03-01",43.9,11.9,2,"1996-03-01 1997-03-01",11.5,11.5,2,"1996-03-01 1997-03-01",34.5,20,2,"1996-03-01 1997-03-01",31.2,0,1,"1996-03-01 1996-03-01",,,,
1998-02-01,91.24,1.13,4,"1994-02-01 1997-02-01",-6.24,1.82,4,"1994-02-01 1997-02-01",20.76,0.87,4,"1994-02-01 1997-02-01",64.52,2.65,4,"1994-02-01 1997-02-01",-15.73,0.74,4,"1994-02-01 1997-02-01",6.06,0.63,4,"1994-02-01 1997-02-01",46.1,4.9,2,"1996-02-01 1997-02-01",4.9,0.9,2,"1996-02-01 1997-02-01",47.35,17.45,2,"1996-02-01 1997-02-01",59.2,8.63,2,"1996-02-01 1997-02-01",,,,
1998-01-01,93.35,0.33,3,"1995-01-01 1997-01-01",-6.65,1.38,3,"1995-01-01 1997-01-01",19.34,1.02,3,"1995-01-01 1997-01-01",70.64,2.87,3,"1995-01-01 1997-01-01",-15.81,4.16,3,"1995-01-01 1997-01-01",6.11,0.91,3,"1995-01-01 1997-01-01",86.85,9.35,2,"1996-01-01 1997-01-01",12.4,12.4,2,"1996-01-01 1997-01-01",98.65,18.55,2,"1996-01-01 1997-01-01",49.7,10.1,2,"1996-01-01 1997-01-01",,,,
1997-12-01,95.3,0.68,3,"1994-12-01 1996-12-01",-3.26,2.41,3,"1994-12-01 1996-12-01",16.66,1.19,3,"1994-12-01 1996-12-01",73.84,1.45,3,"1994-12-01 1996-12-01",-9.58,3.87,3,"1994-12-01 1996-12-01",4.61,1.63,3,"1994-12-01 1996-12-01",118.7,30.3,2,"1995-12-01 1996-12-01",5.6,5.6,2,"1995-12-01 1996-12-01",114.4,32.7,2,"1995-12-01 1996-12-01",37.6,4.27,2,"1995-12-01 1996-12-01",,,,
1997-11-01,93,0.88,3,"1994-11-01 1996-11-01",1.76,2.17,3,"1994-11-01 1996-11-01",19.58,1.71,3,"1994-11-01 1996-11-01",66.51,3.39,3,"1994-11-01 1996-11-01",-5.16,3.28,3,"1994-11-01 1996-11-01",6.2,0.28,3,"1994-11-01 1996-11-01",84.4,23,2,"1995-11-01 1996-11-01",41.5,8.9,2,"1995-11-01 1996-11-01",42.9,31.9,2,"1995-11-01 1996-11-01",7.4,3.44,2,"1995-11-01 1996-11-01",,,,
1997-10-01,91.81,2.72,3,"1994-10-01 1996-10-01",11.34,0.68,3,"1994-10-01 1996-10-01",19.83,0.64,3,"1994-10-01 1996-10-01",61.06,6.44,3,"1994-10-01 1996-10-01",3.71,1.67,3,"1994-10-01 1996-10-01",6.42,1.88,3,"1994-10-01 1996-10-01",119.55,8.75,2,"1995-10-01 1996-10-01",119.55,8.75,2,"1995-10-01 1996-10-01",0,0,2,"1995-10-01 1996-10-01",0,0,2,"1995-10-01 1996-10-01",,,,
1997-09-01,91.2,3.47,3,"1994-09-01 1996-09-01",17.93,1.41,3,"1994-09-01 1996-09-01",17.17,1.73,3,"1994-09-01 1996-09-01",60.47,0.78,3,"1994-09-01 1996-09-01",8.93,1.95,3,"1994-09-01 1996-09-01",4.32,1.28,3,"1994-09-01 1996-09-01",119.65,37.35,2,"1995-09-01 1996-09-01",119.65,37.35,2,"1995-09-01 1996-09-01",0,0,2,"1995-09-01 1996-09-01",0,0,2,"1995-09-01 1996-09-01",,,,
1997-08-01,88.35,4.48,3,"1994-08-01 1996-08-01",23.16,1.74,3,"1994-08-01 1996-08-01",18.58,0.94,3,"1994-08-01 1996-08-01",55.65,0.72,3,"1994-08-01 1996-08-01",12.99,0.85,3,"1994-08-01 1996-08-01",4.7,0.84,3,"1994-08-01 1996-08-01",152.05,6.45,2,"1995-08-01 1996-08-01",152.05,6.45,2,"1995-08-01 1996-08-01",0,0,2,"1995-08-01 1996-08-01",0,0,2,"1995-08-01 1996-08-01",,,,
1997-07-01,87.1,4.59,3,"1994-07-01 1996-07-01",23.15,1.1,3,"1994-07-01 1996-07-01",19.6,0.73,3,"1994-07-01 1996-07-01",54.96,0.41,3,"1994-07-01 1996-07-01",13.81,1.46,3,"1994-07-01 1996-07-01",5.51,2.04,3,"1994-07-01 1996-07-01",115.6,12.8,2,"1995-07-01 1996-07-01",115.6,12.8,2,"1995-07-01 1996-07-01",0,0,2,"1995-07-01 1996-07-01",0,0,2,"1995-07-01 1996-07-01",,,,
1997-06-01,82.39,1.2,3,"1994-06-01 1996-06-01",23.35,0.69,3,"1994-06-01 1996-06-01",18.73,0.61,3,"1994-06-01 1996-06-01",49.92,5.98,3,"1994-06-01 1996-06-01",13.54,0.66,3,"1994-06-01 1996-06-01",5.33,1.23,3,"1994-06-01 1996-06-01",122.4,0,1,"1996-06-01 1996-06-01",122.4,0,1,"1996-06-01 1996-06-01",0,0,1,"1996-06-01 1996-06-01",0,0,1,"1996-06-01 1996-06-01",,,,
1997-05-01,80.81,4.47,3,"1994-05-01 1996-05-01",15.78,0.2,3,"1994-05-01 1996-05-01",21.44,0.57,3,"1994-05-01 1996-05-01",42.46,4.3,3,"1994-05-01 1996-05-01",5.82,1.81,3,"1994-05-01 1996-05-01",5.96,1.09,3,"1994-05-01 1996-05-01",49.4,0,1,"1996-05-01 1996-05-01",49.4,0,1,"1996-05-01 1996-05-01",0,0,1,"1996-05-01 1996-05-01",0,0,1,"1996-05-01 1996-05-01",,,,
1997-04-01,89.49,2.31,3,"1994-04-01 1996-04-01",6.23,1.11,3,"1994-04-01 1996-04-01",21.27,1.28,3,"1994-04-01 1996-04-01",51.26,3.86,3,"1994-04-01 1996-04-01",-1.67,1.12,3,"1994-04-01 1996-04-01",6.94,0.6,3,"1994-04-01 1996-04-01",107.6,0,1,"1996-04-01 1996-04-01",68.8,0,1,"1996-04-01 1996-04-01",38.8,0,1,"1996-04-01 1996-04-01",11,0,1,"1996-04-01 1996-04-01",,,,
1997-03-01,90.16,2.28,3,"1994-03-01 1996-03-01",1.17,1.57,3,"1994-03-01 1996-03-01",19.9,0.98,3,"1994-03-01 1996-03-01",55.2,3.33,3,"1994-03-01 1996-03-01",-8.02,2.49,3,"1994-03-01 1996-03-01",5.31,1.54,3,"1994-03-01 1996-03-01",32,0,1,"1996-03-01 1996-03-01",23,0,1,"1996-03-01 1996-03-01",14.5,0,1,"1996-03-01 1996-03-01",31.2,0,1,"1996-03-01 1996-03-01",,,,
1997-02-01,90.84,1.02,3,"1994-02-01 1996-02-01",-7.12,1.15,3,"1994-02-01 1996-02-01",20.88,0.98,3,"1994-02-01 1996-02-01",64.5,3.06,3,"1994-02-01 1996-02-01",-16.03,0.61,3,"1994-02-01 1996-02-01",6.05,0.72,3,"1994-02-01 1996-02-01",41.2,0,1,"1996-02-01 1996-02-01",5.8,0,1,"1996-02-01 1996-02-01",29.9,0,1,"1996-02-01 1996-02-01",50.6,0,1,"1996-02-01 1996-02-01",,,,
1997-01-01,93.16,0.23,2,"1995-01-01 1996-01-01",-5.88,1.04,2,"1995-01-01 1996-01-01",18.61,0.03,2,"1995-01-01 1996-01-01",72.05,2.53,2,"1995-01-01 1996-01-01",-14.03,4.06,2,"1995-01-01 1996-01-01",5.47,0.11,2,"1995-01-01 1996-01-01",96.2,0,1,"1996-01-01 1996-01-01",24.8,0,1,"1996-01-01 1996-01-01",80.1,0,1,"1996-01-01 1996-01-01",39.6,0,1,"1996-01-01 1996-01-01",,,,
1996-12-01,94.93,0.53,2,"1994-12-01 1995-12-01",-3.44,2.94,2,"1994-12-01 1995-12-01",16.8,1.43,2,"1994-12-01 1995-12-01",73.77,1.77,2,"1994-12-01 1995-12-01",-9.77,4.73,2,"1994-12-01 1995-12-01",4.1,1.8,2,"1994-12-01 1995-12-01",88.4,0,1,"1995-12-01 1995-12-01",0,0,1,"1995-12-01 1995-12-01",81.7,0,1,"1995-12-01 1995-12-01",41.8,0,1,"1995-12-01 1995-12-01",,,,
1996-11-01,93.35,0.88,2,"1994-11-01 1995-11-01",2.02,2.62,2,"1994-11-01 1995-11-01",20.47,1.43,2,"1994-11-01 1995-11-01",66.62,4.15,2,"1994-11-01 1995-11-01",-4.8,3.97,2,"1994-11-01 1995-11-01",6.4,0.03,2,"1994-11-01 1995-11-01",107.4,0,1,"1995-11-01 1995-11-01",32.6,0,1,"1995-11-01 1995-11-01",74.8,0,1,"1995-11-01 1995-11-01",10.9,0,1,"1995-11-01 1995-11-01",,,,
1996-10-01,93.26,2.19,2,"1994-10-01 1995-10-01",11.61,0.68,2,"1994-10-01 1995-10-01",20.06,0.68,2,"1994-10-01 1995-10-01",58.4,6.4,2,"1994-10-01 1995-10-01",4.85,0.54,2,"1994-10-01 1995-10-01",5.42,1.52,2,"1994-10-01 1995-10-01",110.8,0,1,"1995-10-01 1995-10-01",110.8,0,1,"1995-10-01 1995-10-01",0,0,1,"1995-10-01 1995-10-01",0,0,1,"1995-10-01 1995-10-01",,,,
1996-09-01,93.65,0.12,2,"1994-09-01 1995-09-01",17.14,1.06,2,"1994-09-01 1995-09-01",18.03,1.5,2,"1994-09-01 1995-09-01",60.22,0.85,2,"1994-09-01 1995-09-01",8.54,2.29,2,"1994-09-01 1995-09-01",3.57,0.87,2,"1994-09-01 1995-09-01",82.3,0,1,"1995-09-01 1995-09-01",82.3,0,1,"1995-09-01 1995-09-01",0,0,1,"1995-09-01 1995-09-01",0,0,1,"1995-09-01 1995-09-01",,,,
